1,1,140717,135335,-20.828415,-42.91881,716577.661,7695442.909,724.6,23,2.36,10,1.677
1,5,140717,135503,-20.828435,-42.918717,716587.349,7695440.569,726.5,23,2.36,10,3.783
1,9,140717,135555,-20.82845,-42.918632,716596.176,7695438.794,724.2,23,2.86,10,3.604
1,13,140717,135645,-20.828455,-42.918543,716605.364,7695438.121,722.5,23,1.88,10,3.688
1,17,140717,135733,-20.828458,-42.918453,716614.728,7695437.631,721.3,23,1.88,10,3.633
1,21,140717,135828,-20.828457,-42.91835,716625.487,7695437.677,720,23,2.84,10,3.457
1,25,140717,135923,-20.82845,-42.918237,716637.295,7695438.262,720,23,2.83,10,3.377
1,29,140717,140019,-20.828467,-42.918167,716644.558,7695436.323,720,23,1.38,10,5.665
1,33,140717,140108,-20.828447,-42.91808,716653.608,7695438.421,720,23,1.38,10,7.32
1,37,140717,140158,-20.828413,-42.917978,716664.239,7695441.975,720,23,2.63,10,3.012
1,41,140717,140326,-20.828383,-42.917872,716675.386,7695445.153,720,23,1.38,10,3.167
1,45,140717,140433,-20.828342,-42.917783,716684.641,7695449.648,720,23,2.33,10,2.827
1,49,140717,140526,-20.82831,-42.917708,716692.494,7695453.053,720,23,1.38,10,5.749
1,53,140717,140623,-20.828268,-42.917638,716699.84,7695457.572,720,23,2.34,10,3.122
1,57,140717,140716,-20.828223,-42.917553,716708.753,7695462.44,720,23,1.39,10,3.772
1,61,140717,140808,-20.828163,-42.91749,716715.432,7695468.999,720,23,1.39,10,2.813
1,65,140717,140903,-20.828112,-42.917437,716721.058,7695474.648,724.9,23,2.2,10,4.215
1,69,140717,141018,-20.828018,-42.917375,716727.611,7695484.899,724,23,2.21,10,1.996
1,73,140717,141203,-20.827818,-42.917388,716726.509,7695507.062,724.7,23,1.27,10,2.762
1,633,140717,173542,-20.827797,-42.917398,716725.499,7695509.475,737.4,23,1.66,10,2.236
1,637,140717,174054,-20.827703,-42.917398,716725.633,7695519.809,737.1,23,2.07,10,2.64
1,205,140717,144808,-20.827637,-42.917477,716717.574,7695527.296,724.5,23,2.08,10,3.385
1,465,140717,164815,-20.827593,-42.917492,716716.075,7695532.115,748,23,1.63,10,3.01
1,337,140717,154924,-20.827585,-42.917613,716703.421,7695533.201,733,23,1.98,10,2.873
1,333,140717,153043,-20.827577,-42.917638,716700.831,7695534.157,733,23,1.56,10,2.642
1,461,140717,163640,-20.82755,-42.917688,716695.664,7695537.177,748,23,1.49,10,3.514
1,341,140717,155128,-20.827548,-42.917695,716694.972,7695537.371,733,23,1.31,10,3.246
1,457,140717,163027,-20.827535,-42.91779,716685.102,7695538.975,748,23,1.76,10,3.183
1,453,140717,162903,-20.827632,-42.917815,716682.361,7695528.305,748,23,1.7,10,2.955
1,449,140717,162750,-20.827717,-42.91784,716679.637,7695518.927,747.1,23,1.53,10,3.128
1,445,140717,162614,-20.827795,-42.917897,716673.626,7695510.33,745.5,23,2.2,10,2.991
1,441,140717,162500,-20.827862,-42.917963,716666.59,7695503.038,745.8,23,1.8,10,3.431
1,437,140717,162350,-20.827922,-42.91804,716658.524,7695496.498,745.2,23,1.8,10,3.714
1,433,140717,162233,-20.827965,-42.918127,716649.44,7695491.816,745.3,23,2.23,10,3.135
1,429,140717,162129,-20.827988,-42.918225,716639.17,7695489.365,745,23,1.82,10,3.338
1,425,140717,162025,-20.828003,-42.91831,716630.3,7695487.818,733,23,2.29,10,3.349
1,421,140717,161908,-20.828007,-42.918407,716620.232,7695487.579,733,23,1.83,10,3.318
1,417,140717,161758,-20.828012,-42.91851,716609.468,7695487.165,733,23,1.84,10,3.222
1,413,140717,161648,-20.827998,-42.918628,716597.169,7695488.8,733,23,1.41,10,3.484
1,409,140717,161545,-20.827987,-42.918735,716586.082,7695490.235,733,23,1.85,10,3.317
1,405,140717,161436,-20.827982,-42.918813,716577.934,7695490.894,733,23,1.86,10,2.594
1,397,140717,160922,-20.828018,-42.918888,716570.074,7695486.935,733,23,1.23,10,3.269
1,277,140717,151254,-20.828117,-42.918855,716573.404,7695476.003,733,23,1.76,10,3.393
1,273,140717,150835,-20.828197,-42.91887,716571.728,7695467.165,733,23,1.22,10,3.211
1,141,140717,143012,-20.82832,-42.918847,716573.98,7695453.477,725.3,23,1.63,10,4.4
1,137,140717,142833,-20.828422,-42.918838,716574.702,7695442.209,722.1,23,2.25,10,3.1
0,77,140717,141306,-20.827908,-42.917422,716722.911,7695497.142,725.5,23,1.27,10,2.495
0,81,140717,141416,-20.828008,-42.917457,716719.124,7695486.116,724.2,23,1.27,10,3.185
0,85,140717,141519,-20.828073,-42.917515,716712.958,7695478.998,723.8,23,2.24,10,3.559
0,89,140717,141613,-20.828137,-42.917593,716704.713,7695472.091,723.5,23,2.24,10,3.33
0,93,140717,141709,-20.828198,-42.917682,716695.43,7695465.381,723.3,23,2.25,10,3.456
0,97,140717,141806,-20.828253,-42.917767,716686.503,7695459.406,722.1,23,1.28,10,4.418
0,101,140717,141908,-20.828292,-42.91786,716676.732,7695455.287,720.5,23,1.28,10,3.471
0,105,140717,142003,-20.828333,-42.91795,716667.303,7695450.794,719.5,23,1.28,10,3.394
0,109,140717,142058,-20.828378,-42.91807,716654.747,7695445.973,718.4,23,1.4,10,3.35
0,113,140717,142153,-20.828392,-42.918157,716645.706,7695444.614,720.3,23,1.28,10,3.416
0,117,140717,142251,-20.828407,-42.918272,716633.713,7695443.107,722,23,1.28,10,3.411
0,121,140717,142351,-20.828412,-42.91837,716623.47,7695442.686,723.2,23,1.4,10,3.39
0,125,140717,142453,-20.828423,-42.918453,716614.778,7695441.506,723.1,23,2.26,10,3.388
0,129,140717,142609,-20.828435,-42.918582,716601.402,7695440.387,721.9,23,1.4,10,3.281
0,133,140717,142724,-20.828442,-42.918713,716587.686,7695439.826,722,23,1.28,10,3.318
0,145,140717,143100,-20.82834,-42.918742,716584.882,7695451.121,725.4,23,1.17,10,3.714
0,149,140717,143203,-20.82835,-42.918613,716598.227,7695449.842,724.1,23,1.24,10,2.976
0,153,140717,143308,-20.828337,-42.918502,716609.871,7695451.168,724.8,23,1.63,10,3.449
0,157,140717,143400,-20.828328,-42.91838,716622.548,7695451.927,725.5,23,1.17,10,3.077
0,161,140717,143457,-20.82833,-42.918267,716634.343,7695451.59,725.6,23,1.63,10,2.886
0,165,140717,143558,-20.8283,-42.91813,716648.613,7695454.728,725.7,23,1.17,10,3.421
0,169,140717,143658,-20.828268,-42.918032,716658.895,7695458.102,726.8,23,1.63,10,3.304
0,173,140717,143803,-20.828218,-42.917912,716671.458,7695463.476,726.4,23,1.63,10,3.506
0,177,140717,143903,-20.828187,-42.917813,716681.74,7695466.85,727.2,23,1.63,10,3.429
0,181,140717,144004,-20.828127,-42.91772,716691.542,7695473.368,727.9,23,1.17,10,3.44
0,185,140717,144121,-20.82808,-42.917653,716698.549,7695478.446,727.3,23,1.17,10,3.56
0,189,140717,144224,-20.828008,-42.917572,716707.153,7695486.271,728.3,23,1.17,10,3.19
0,193,140717,144334,-20.827912,-42.917533,716711.281,7695496.923,728,23,1.62,10,2.224
0,197,140717,144436,-20.827815,-42.917507,716714.196,7695507.591,726.8,23,1.62,10,2.847
0,201,140717,144620,-20.827727,-42.917492,716715.884,7695517.351,725.1,23,2.11,10,2.524
0,209,140717,145038,-20.827637,-42.917547,716710.287,7695527.39,727.9,23,1.85,10,3.524
0,213,140717,145148,-20.827722,-42.917592,716705.481,7695518.039,728.7,23,1.85,10,3.473
0,217,140717,145250,-20.827828,-42.91761,716703.42,7695506.253,730,23,1.85,10,2.686
0,221,140717,145354,-20.827928,-42.917652,716698.939,7695495.237,729.8,23,1.84,10,2.582
0,225,140717,145448,-20.827975,-42.917707,716693.147,7695490.144,729.8,23,1.23,10,2.881
0,229,140717,145554,-20.828028,-42.917795,716683.875,7695484.357,730.6,23,1.23,10,3.531
0,233,140717,145703,-20.828093,-42.917892,716673.719,7695477.29,730.7,23,1.28,10,3.514
0,237,140717,145805,-20.828122,-42.917968,716665.698,7695474.256,731.4,23,1.27,10,3.401
0,241,140717,145914,-20.828168,-42.918095,716652.445,7695469.259,731.4,23,1.23,10,3.54
0,245,140717,150019,-20.82821,-42.918175,716644.058,7695464.753,733,23,1.23,10,3.624
0,249,140717,150133,-20.828217,-42.918293,716631.73,7695464.174,733,23,1.23,10,3.167
0,253,140717,150300,-20.82822,-42.918385,716622.182,7695463.929,733,23,1.22,10,3.339
0,257,140717,150359,-20.828222,-42.918467,716613.679,7695463.854,733,23,1.22,10,3.389
0,261,140717,150511,-20.828222,-42.918555,716604.483,7695463.973,733,23,1.22,10,3.479
0,265,140717,150619,-20.828215,-42.918665,716593.042,7695464.859,733,23,1.22,10,3.331
0,269,140717,150733,-20.82821,-42.918788,716580.21,7695465.579,733,23,1.79,10,3.239
0,281,140717,151408,-20.828132,-42.918775,716581.71,7695474.234,733,23,1.65,10,3.292
0,285,140717,151523,-20.828147,-42.918683,716591.231,7695472.45,733,23,1.21,10,3.474
0,289,140717,151618,-20.82815,-42.918598,716600.075,7695471.966,733,23,1.61,10,3.457
0,293,140717,151728,-20.82815,-42.91849,716611.352,7695471.821,733,23,1.61,10,3.053
0,297,140717,151833,-20.828133,-42.91838,716622.827,7695473.518,733,23,1.6,10,3.422
0,301,140717,151957,-20.828127,-42.918277,716633.593,7695474.117,733,23,1.6,10,3.355
0,305,140717,152101,-20.82811,-42.918178,716643.854,7695475.83,733,23,2.03,10,2.897
0,309,140717,152214,-20.828083,-42.918067,716655.516,7695478.633,733,23,1.59,10,3.449
0,313,140717,152348,-20.82803,-42.91793,716669.819,7695484.354,733,23,1.59,10,3.438
0,317,140717,152508,-20.827972,-42.917842,716679.098,7695490.694,733,23,1.59,10,3.417
0,321,140717,152625,-20.827893,-42.917733,716690.488,7695499.222,733,23,1.58,10,3.435
0,325,140717,152733,-20.82781,-42.917677,716696.506,7695508.373,733,23,1.15,10,2.901
0,329,140717,152918,-20.827708,-42.917653,716699.081,7695519.599,733,23,1.57,10,3.062
0,345,140717,155239,-20.827623,-42.917703,716693.997,7695529.078,733,23,1.66,10,2.58
0,349,140717,155356,-20.827733,-42.917712,716692.972,7695516.909,733,23,1.66,10,3.333
0,353,140717,155513,-20.827823,-42.917747,716689.2,7695506.991,733,23,1.66,10,3.309
0,357,140717,155711,-20.827887,-42.917843,716679.046,7695500.108,733,23,1.66,10,3.151
0,361,140717,155820,-20.827938,-42.917918,716671.165,7695494.488,733,23,1.88,10,3.246
0,365,140717,155944,-20.828003,-42.918002,716662.397,7695487.403,733,23,1.88,10,3.348
0,369,140717,160057,-20.828035,-42.918103,716651.768,7695484.034,733,23,1.88,10,3.237
0,373,140717,160204,-20.828068,-42.918212,716640.443,7695480.489,733,23,1.23,10,3.441
0,377,140717,160311,-20.828083,-42.918335,716627.583,7695478.994,733,23,1.89,10,3.229
0,381,140717,160420,-20.828085,-42.918425,716618.212,7695478.93,733,23,1.89,10,3.151
0,385,140717,160538,-20.828078,-42.918558,716604.341,7695479.848,733,23,1.89,10,3.339
0,389,140717,160658,-20.828055,-42.91868,716591.709,7695482.595,733,23,1.23,10,3.355
0,393,140717,160808,-20.828045,-42.918772,716582.181,7695483.826,733,23,1.88,10,3.325
0,401,140717,161324,-20.827985,-42.918897,716569.255,7695490.637,733,23,1.86,10,3.453
0,469,140717,164933,-20.827663,-42.9175,716715.107,7695524.375,748,23,1.62,10,3.145
0,473,140717,165038,-20.827718,-42.917507,716714.334,7695518.294,748,23,1.61,10,2.773
0,477,140717,165140,-20.82779,-42.91751,716713.885,7695510.363,748,23,1.6,10,3.22
0,481,140717,165246,-20.827862,-42.917527,716712.047,7695502.45,748,23,1.6,10,2.952
0,485,140717,165354,-20.827908,-42.917563,716708.163,7695497.332,748,23,1.39,10,2.809
0,489,140717,165519,-20.827985,-42.917625,716701.634,7695488.927,748,23,1.39,10,3.496
0,493,140717,165616,-20.82803,-42.917687,716695.15,7695484.027,740.2,23,1.1,10,3.439
0,497,140717,165721,-20.828062,-42.91776,716687.471,7695480.619,740.2,23,1.46,10,3.307
0,501,140717,165825,-20.828107,-42.917798,716683.416,7695475.688,740.2,23,1.22,10,3.151
0,505,140717,165924,-20.828142,-42.917895,716673.303,7695471.943,740.2,23,1.75,10,3.621
0,509,140717,170015,-20.82817,-42.917965,716665.976,7695468.9,740.2,23,1.1,10,3.649
0,513,140717,170115,-20.8282,-42.918052,716656.911,7695465.695,740.2,23,1.22,10,3.423
0,517,140717,170304,-20.828233,-42.918128,716648.882,7695462.107,738.2,23,1.73,10,3.216
0,521,140717,170405,-20.828248,-42.918212,716640.186,7695460.558,738.4,23,1.21,10,3.115
0,525,140717,170503,-20.828253,-42.918282,716632.892,7695460.099,739.4,23,1.21,10,3.364
0,529,140717,170559,-20.82826,-42.918375,716623.166,7695459.486,739,23,1.47,10,3.216
0,533,140717,170700,-20.828263,-42.918455,716614.833,7695459.225,739.1,23,1.21,10,3.189
0,537,140717,170800,-20.828265,-42.91854,716605.983,7695459.155,738.5,23,1.71,10,3.337
0,541,140717,170910,-20.828267,-42.918625,716597.132,7695459.084,738.9,23,1.7,10,3.189
0,545,140717,171014,-20.828262,-42.918697,716589.679,7695459.734,739.1,23,1.69,10,3.383
0,549,140717,171133,-20.828247,-42.918798,716579.117,7695461.532,739,23,1.69,10,3.196
0,553,140717,171402,-20.828322,-42.918792,716579.703,7695453.219,734,23,1.21,10,3.497
0,557,140717,171518,-20.828347,-42.918718,716587.302,7695450.352,733.5,23,1.21,10,3.514
0,561,140717,171611,-20.828353,-42.918645,716594.926,7695449.515,733.9,23,2.21,10,3.195
0,565,140717,171706,-20.828355,-42.918575,716602.21,7695449.236,734.2,23,1.29,10,3.426
0,569,140717,171804,-20.828355,-42.918498,716610.191,7695449.133,733.5,23,1.21,10,3.238
0,573,140717,171908,-20.828355,-42.918412,716619.213,7695449.017,733.3,23,1.2,10,3.402
0,577,140717,172005,-20.828362,-42.918335,716627.185,7695448.175,733.2,23,1.2,10,3.345
0,581,140717,172111,-20.828345,-42.918247,716636.404,7695449.902,733.6,23,1.62,10,3.396
0,585,140717,172205,-20.828335,-42.91817,716644.399,7695450.906,732.4,23,1.16,10,3.497
